Date,game_name,team_name,Player_Id,shift_number,period,start_clock,end_clock,shift_length
10/25/2024,2024-10-25 - Team H at Team G,Team H,5,3,1,12:57,12:30,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team G,51,20,3,16:59,16:32,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team H,12,17,3,13:43,13:16,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team H,41,18,3,13:43,13:16,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team G,25,8,1,3:00,2:33,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team G,51,8,1,3:00,2:33,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team H,5,12,2,9:57,9:30,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team H,4,12,2,9:57,9:30,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team G,83,19,3,2:30,2:03,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,5,1,13:36,13:09,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team G,39,9,2,18:14,17:47,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team H,2,12,2,18:14,17:47,0:27
10/25/2024,2024-10-25 - Team H at Team G,Team H,41,8,2,19:20,18:54,0:26
10/25/2024,2024-10-25 - Team H at Team G,Team H,37,9,2,19:20,18:54,0:26
10/25/2024,2024-10-25 - Team H at Team G,Team G,59,19,3,6:26,6:00,0:26
10/25/2024,2024-10-25 - Team H at Team G,Team G,48,22,3,6:26,6:00,0:26
10/25/2024,2024-10-25 - Team H at Team G,Team G,14,7,1,0:25,0:00,0:25
10/25/2024,2024-10-25 - Team H at Team G,Team G,17,4,1,1:46,1:21,0:25
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,4,1,14:01,13:36,0:25
10/25/2024,2024-10-25 - Team H at Team G,Team H,41,10,2,13:43,13:19,0:24
10/25/2024,2024-10-25 - Team H at Team G,Team H,37,11,2,13:43,13:19,0:24
10/25/2024,2024-10-25 - Team H at Team G,Team H,22,16,3,13:40,13:16,0:24
10/25/2024,2024-10-25 - Team H at Team G,Team H,5,13,2,8:55,8:32,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team H,4,13,2,8:55,8:32,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team H,17,10,2,8:55,8:32,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team H,19,10,2,8:55,8:32,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team H,28,10,2,8:55,8:32,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team H,10,9,2,8:32,8:09,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team H,11,7,2,8:32,8:09,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team H,14,7,2,8:32,8:09,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team H,3,16,2,8:32,8:09,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team H,2,16,2,8:32,8:09,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team G,23,13,2,8:32,8:09,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team G,84,13,2,8:32,8:09,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team G,54,14,2,8:32,8:09,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team G,59,11,2,8:32,8:09,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team G,14,23,3,2:26,2:03,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team H,13,3,1,12:34,12:11,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team G,59,8,2,16:49,16:26,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team G,48,9,2,16:49,16:26,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team G,18,9,2,16:49,16:26,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team G,63,9,2,16:49,16:26,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team G,39,10,2,16:49,16:26,0:23
10/25/2024,2024-10-25 - Team H at Team G,Team G,48,3,1,13:09,12:47,0:22
10/25/2024,2024-10-25 - Team H at Team G,Team G,51,7,1,4:48,4:26,0:22
10/25/2024,2024-10-25 - Team H at Team G,Team H,13,5,1,6:55,6:33,0:22
10/25/2024,2024-10-25 - Team H at Team G,Team H,26,5,1,6:55,6:33,0:22
10/25/2024,2024-10-25 - Team H at Team G,Team H,18,5,1,6:55,6:33,0:22
10/25/2024,2024-10-25 - Team H at Team G,Team H,41,6,1,6:55,6:33,0:22
10/25/2024,2024-10-25 - Team H at Team G,Team H,37,6,1,6:55,6:33,0:22
10/25/2024,2024-10-25 - Team H at Team G,Team H,13,18,3,2:25,2:03,0:22
10/25/2024,2024-10-25 - Team H at Team G,Team H,25,15,3,2:25,2:03,0:22
10/25/2024,2024-10-25 - Team H at Team G,Team H,28,18,3,2:25,2:03,0:22
10/25/2024,2024-10-25 - Team H at Team G,Team G,90,8,3,12:35,12:14,0:21
10/25/2024,2024-10-25 - Team H at Team G,Team G,56,9,3,12:35,12:14,0:21
10/25/2024,2024-10-25 - Team H at Team G,Team H,3,15,2,9:30,9:10,0:20
10/25/2024,2024-10-25 - Team H at Team G,Team G,90,3,1,4:46,4:26,0:20
10/25/2024,2024-10-25 - Team H at Team G,Team H,2,26,3,3:53,3:34,0:19
10/25/2024,2024-10-25 - Team H at Team G,Team H,3,4,1,12:30,12:11,0:19
10/25/2024,2024-10-25 - Team H at Team G,Team H,2,4,1,12:30,12:11,0:19
10/25/2024,2024-10-25 - Team H at Team G,Team H,17,8,2,11:18,10:59,0:19
10/25/2024,2024-10-25 - Team H at Team G,Team H,28,8,2,11:18,10:59,0:19
10/25/2024,2024-10-25 - Team H at Team G,Team G,14,12,2,9:19,9:00,0:19
10/25/2024,2024-10-25 - Team H at Team G,Team G,21,12,2,9:19,9:00,0:19
10/25/2024,2024-10-25 - Team H at Team G,Team G,83,10,2,9:19,9:00,0:19
10/25/2024,2024-10-25 - Team H at Team G,Team H,28,1,1,17:22,17:03,0:19
10/25/2024,2024-10-25 - Team H at Team G,Team H,12,9,2,13:37,13:19,0:18
10/25/2024,2024-10-25 - Team H at Team G,Team H,18,17,3,7:41,7:24,0:17
10/25/2024,2024-10-25 - Team H at Team G,Team G,56,11,3,6:10,5:53,0:17
10/25/2024,2024-10-25 - Team H at Team G,Team G,56,3,1,4:43,4:26,0:17
10/25/2024,2024-10-25 - Team H at Team G,Team G,17,3,1,4:43,4:26,0:17
10/25/2024,2024-10-25 - Team H at Team G,Team H,3,7,1,7:12,6:55,0:17
10/25/2024,2024-10-25 - Team H at Team G,Team H,13,17,3,3:50,3:34,0:16
10/25/2024,2024-10-25 - Team H at Team G,Team H,19,17,3,3:50,3:34,0:16
10/25/2024,2024-10-25 - Team H at Team G,Team G,83,8,2,17:05,16:49,0:16
10/25/2024,2024-10-25 - Team H at Team G,Team G,63,17,3,15:21,15:06,0:15
10/25/2024,2024-10-25 - Team H at Team G,Team G,18,18,3,15:21,15:06,0:15
10/25/2024,2024-10-25 - Team H at Team G,Team G,51,21,3,15:21,15:06,0:15
10/25/2024,2024-10-25 - Team H at Team G,Team G,25,21,3,15:21,15:06,0:15
10/25/2024,2024-10-25 - Team H at Team G,Team H,3,17,2,8:09,7:54,0:15
10/25/2024,2024-10-25 - Team H at Team G,Team H,2,17,2,8:09,7:54,0:15
10/25/2024,2024-10-25 - Team H at Team G,Team H,26,12,2,8:09,7:54,0:15
10/25/2024,2024-10-25 - Team H at Team G,Team H,18,12,2,8:09,7:54,0:15
10/25/2024,2024-10-25 - Team H at Team G,Team H,41,12,2,9:10,8:55,0:15
10/25/2024,2024-10-25 - Team H at Team G,Team G,14,9,2,17:03,16:49,0:14
10/25/2024,2024-10-25 - Team H at Team G,Team G,23,16,2,0:14,0:00,0:14
10/25/2024,2024-10-25 - Team H at Team G,Team G,25,18,2,0:14,0:00,0:14
10/25/2024,2024-10-25 - Team H at Team G,Team G,54,17,2,0:13,0:00,0:13
10/25/2024,2024-10-25 - Team H at Team G,Team H,19,8,2,11:12,10:59,0:13
10/25/2024,2024-10-25 - Team H at Team G,Team H,4,19,3,13:27,13:16,0:11
10/25/2024,2024-10-25 - Team H at Team G,Team G,25,10,1,0:10,0:00,0:10
10/25/2024,2024-10-25 - Team H at Team G,Team G,21,9,2,16:58,16:49,0:09
10/25/2024,2024-10-25 - Team H at Team G,Team H,10,14,3,12:23,12:14,0:09
10/25/2024,2024-10-25 - Team H at Team G,Team H,11,12,3,12:23,12:14,0:09
10/25/2024,2024-10-25 - Team H at Team G,Team G,39,11,2,13:27,13:19,0:08
10/25/2024,2024-10-25 - Team H at Team G,Team G,18,10,2,13:27,13:19,0:08
10/25/2024,2024-10-25 - Team H at Team G,Team H,5,19,3,13:06,12:59,0:07
10/25/2024,2024-10-25 - Team H at Team G,Team G,17,10,3,6:00,5:53,0:07
10/25/2024,2024-10-25 - Team H at Team G,Team G,90,10,3,6:00,5:53,0:07
10/25/2024,2024-10-25 - Team H at Team G,Team G,51,16,2,2:46,2:39,0:07
10/25/2024,2024-10-25 - Team H at Team G,Team H,37,12,2,11:19,11:12,0:07
10/25/2024,2024-10-25 - Team H at Team G,Team G,63,16,3,17:41,17:35,0:06
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,13,2,18:39,18:14,0:25
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,14,2,17:24,16:49,0:35
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,15,2,15:31,14:37,0:54
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,16,2,13:19,12:17,1:02
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,17,2,10:13,9:30,0:43
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,18,2,7:11,6:07,1:04
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,19,2,4:14,3:25,0:49
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,20,2,1:57,1:10,0:47
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,21,3,20:00,19:21,0:39
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,22,3,17:41,16:59,0:42
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,23,3,15:50,15:21,0:29
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,24,3,14:11,13:16,0:55
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,25,3,12:35,11:43,0:52
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,26,3,9:54,9:30,0:24
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,27,3,7:25,6:26,0:59
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,28,3,5:15,4:37,0:38
10/25/2024,2024-10-25 - Team H at Team G,Team G,4,29,3,2:26,0:00,2:26
